b,number,lat,lon,east,north,name,site,site_name
http://id.southampton.ac.uk/building/76V,76V,50.937561,-1.3781373,443791,115530,Montefiore Hall Block V,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/72A2-E,72A2-E,50.937344,-1.37467,444035,115508,Connaught E (Old Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/72B,72B,,,,,Connaught Hall Squash Court,http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/72A2-D,72A2-D,50.937393,-1.37445,444050,115513,Connaught D (Old Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/70F,70F,,,,,Chamberlain Bin Store,http://id.southampton.ac.uk/site/59,Chamberlain Hall
http://id.southampton.ac.uk/building/1411,1411,50.9334605,-1.398716,442349,115062,28 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9033,9033,,,,,Estates container 4 rear of B33,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/22,22,50.9350233,-1.3941636,442667,115238,Civil Eng Temp Accommodation,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/78C,78C,50.936543,-1.377534,443834,115417,South Stoneham Dining Room,http://id.southampton.ac.uk/site/65,Stoneham Hall
http://id.southampton.ac.uk/building/72F-S,72F-S,50.938591,-1.375544,443972,115646,Connaught S (New Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/21,21,50.9351646,-1.3932157,442734,115255,Faraday,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1418,1418,50.933772,-1.3993814,442302,115096,42 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/70E,70E,50.9420383,-1.4034784,442006,116013,Chamberlain Boiler House,http://id.southampton.ac.uk/site/59,Chamberlain Hall
http://id.southampton.ac.uk/building/73B3,73B3,50.94405,-1.400848,442189,116238,Glen Eyre Bungalow 3,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/73Q1,73Q1,50.943848,-1.402873,442047,116215,Glen Eyre Hall Main Building,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1105,1105,50.933516,-1.3961544,442529,115070,43 University Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1640,1640,50.929989,-1.398211,442387,114676,10 Orchards Way,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1419,1419,50.9338139,-1.3994954,442294,115101,44 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9595,9595,50.789497,-1.082381,464777,99282,"Nurses' accommodation, Portsmouth",,
http://id.southampton.ac.uk/building/1602,1602,50.9350607,-1.3926691,442772,115243,64 Granby Grove,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-06,1730-06,,,,,Erasmus - House 06,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9500,9500,50.932362,-1.436441,439699,114919,South Academic Block,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/9016,9016,,,,,P/kabin 2 ORC behind B46,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1106,1106,50.9335868,-1.3962246,442524,115077,45 University Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73Q2,73Q2,50.943848,-1.402873,442047,116215,Glen Eyre Hall Dining Hall,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1730-17,1730-17,,,,,Erasmus - House 17,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9560,9560,,,,,Duthie,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/73X-T,73X-T,50.9424938,-1.4022081,442095,116065,Block T Glen Eyre Hall New Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/76P,76P,50.938877,-1.377196,443856,115677,Montefiore Hall Block P,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/73T,73T,50.9431457,-1.3994289,442290,116139,Glen Eyre Hall Brunei House,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/9594,9594,50.711353,-1.300592,449478,90424,"St Mary's Hospital IOW, Recption & Education Block",,
http://id.southampton.ac.uk/building/72E-Q,72E-Q,50.938484,-1.374581,444040,115635,Connaught Q (New Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/1424,1424,50.9340535,-1.4000135,442257,115127,54 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73A,73A,50.943379,-1.4029587,442042,116163,Glen Eyre Hall Block A Richard Newitt,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/94L,94L,,,,,Container 2,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/72D-M,72D-M,50.938461,-1.37549,443976,115632,Connaught M (New Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/86,86,50.93739,-1.396765,442482,115500,Portacabin by Gower Building,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/33,33,,,,,Estates (Maintenance),http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73S,73S,50.944126,-1.401352,442154,116247,Glen Eyre Hall Squash Court,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1425,1425,50.9341015,-1.4001038,442251,115132,56 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/92,92,50.9621255,-1.4255025,440442,118235,Alpha House,http://id.southampton.ac.uk/site/5,The University of Southampton Science Park
http://id.southampton.ac.uk/building/1730-05,1730-05,,,,,Erasmus - House 05,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/32,32,50.9364157,-1.395905,442544,115392,EEE Building,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-04,1730-04,,,,,Erasmus - House 04,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1730-16,1730-16,,,,,Erasmus - House 16,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9031,9031,,,,,Estates container 2 rear of B33,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73N-F,73N-F,50.94236,-1.402854,442050,116049,Block F Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/81E,81E,50.9456236,-1.3911761,442867,116419,Bencraft Court Cycle Sheds,http://id.southampton.ac.uk/site/62,Bencraft Hall
http://id.southampton.ac.uk/building/72A2-J,72A2-J,50.937561,-1.375327,443988,115532,Connaught J (New Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/59,59,50.9374063,-1.3977863,442410,115501,New Zepler,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1426,1426,50.9341314,-1.4001608,442247,115136,58 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9008,9008,,,,,Eng Container 2 - rear of B1602,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/94C,94C,50.9337771,-1.3807397,443612,115108,Westsuit Drying/Store,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/58A,58A,50.9367447,-1.3980786,442390,115428,Building 58A,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/17,17,50.9362396,-1.3946145,442634,115373,R J Mitchell Wind Tunnel,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73J,73J,50.943919,-1.401488,442144,116223,Glen Eyre Hall Block J,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/165,165,50.9284882,-1.3907767,442911,114514,18-20 Shaftesbury Avenue,,
http://id.southampton.ac.uk/building/1730-18,1730-18,,,,,Erasmus - House 18,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9032,9032,,,,,Estates container 3 rear of B33,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73N-E,73N-E,50.94236,-1.402854,442050,116049,Block E Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/16,16,50.9376285,-1.3956608,442560,115527,Building 16,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-07,1730-07,,,,,Erasmus - House 07,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1730-15,1730-15,,,,,Erasmus - House 15,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/73N-G,73N-G,50.94236,-1.402854,442050,116049,Block G Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/9021,9021,,,,,Container 2 - B21,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/7,7,50.9353558,-1.3940282,442676,115275,Lanchester,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/94B,94B,50.934563,-1.380039,443660,115195,Boat House 2,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/1,1,50.9376734,-1.3960704,442531,115532,Building 1,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1408,1408,50.9333406,-1.3984498,442367,115049,22 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-11,1730-11,,,,,Erasmus - House 11,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/48,48,50.935696,-1.399485,442293,115310,University Health Centre,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/148,148,,,,,Mayflower C,,
http://id.southampton.ac.uk/building/73M,73M,50.9437017,-1.3998397,442260,116200,"Glen Eyre Hall, Chancellor's Court, Roll",http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1409,1409,50.9333886,-1.3985496,442360,115054,24 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1410,1410,50.9334155,-1.3986066,442356,115057,26 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/30A,30A,,,,,Combinatorial Chemistry,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/76F,76F,50.938011,-1.37733,443847,115580,Montefiore Hall Block F,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/79B,79B,50.940411,-1.401899,442119,115833,Hartley Grove B,http://id.southampton.ac.uk/site/60,Hartley Grove
http://id.southampton.ac.uk/building/9015,9015,,,,,P/kabin 1 ORC behind B46,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1501,1501,50.933098,-1.393987,442681,115024,17 Hartley Avenue,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/76X,76X,50.9370062,-1.3784588,443769,115468,Montefiore Hall Block X,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/1730-03,1730-03,,,,,Erasmus - House 03,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1403,1403,50.9331489,-1.3980886,442393,115028,12 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/123,123,50.898575,-1.396685,442523,111184,College Keep,,
http://id.southampton.ac.uk/building/1730-02,1730-02,,,,,Erasmus - House 02,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9520,9520,50.933701,-1.435561,439759,115068,West Wing,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/1730-14,1730-14,,,,,Erasmus - House 14,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1730-13,1730-13,,,,,Erasmus - House 13,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/60,60,50.93774,-1.3975471,442427,115539,Gower,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/94K,94K,,,,,Container 1,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/1508,1508,50.933701,-1.393915,442686,115091,31 Hartley Avenue,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9593,9593,50.800404,-1.065159,465975,100510,"St. Mary's Hospital, Portsmouth",,
http://id.southampton.ac.uk/building/115,115,50.936291,-1.397173,442455,115378,Interchange Kiosk,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1223,1223,,,,,The Stile,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/71,71,,,,,Chilworth Estate,http://id.southampton.ac.uk/site/5,The University of Southampton Science Park
http://id.southampton.ac.uk/building/1730-42,1730-42,,,,,Erasmus - Flat 42,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/63K,63K,51.066025,-1.310366,448419,129858,West Site,http://id.southampton.ac.uk/site/4,Winchester School of Art
http://id.southampton.ac.uk/building/78E,78E,50.9373466,-1.3759936,443942,115507,South Stoneham Warden's Lodge,http://id.southampton.ac.uk/site/65,Stoneham Hall
http://id.southampton.ac.uk/building/1730-10,1730-10,,,,,Erasmus - House 10,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9014,9014,50.9333,-1.39509,442604,115046,P/kabin Occ Health rr 26/28 UR,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9014,9014,50.9333,-1.3950837100,442604,115046,P/kabin Occ Health rr 26/28 UR,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9014,9014,50.9335081200,-1.39509,442604,115046,P/kabin Occ Health rr 26/28 UR,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9014,9014,50.9335081200,-1.3950837100,442604,115046,P/kabin Occ Health rr 26/28 UR,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/8,8,50.936537,-1.3947926,442622,115406,A B Woods Laboratory,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1601,1601,50.9350404,-1.3925923,442778,115241,62 Granby Grove,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73C,73C,50.9436282,-1.4032123,442024,116190,Glen Eyre Hall Block C Richard Newitt,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/9555,9555,,,,,IDS,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/72CC,72CC,,,,,Connaught Hall/Lobby/Laundry,http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/1622,1622,50.936714,-1.390499,442923,115429,158 Mayfield Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-01,1730-01,,,,,Erasmus - House 01,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1414,1414,50.9336342,-1.3990629,442324,115081,34 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/44,44,50.934322,-1.399062,442324,115158,Shackleton,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-12,1730-12,,,,,Erasmus - House 12,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/1310,1310,,,,,16 Highfield Road,http://id.southampton.ac.uk/site/3,Avenue Campus
http://id.southampton.ac.uk/building/1730-41,1730-41,,,,,Erasmus - Flat 41,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9580,9580,50.934307,-1.433555,439900,115137,Somers Cancer Research,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/171,171,,,,,City Gateway D,,
http://id.southampton.ac.uk/building/28,28,50.9346967,-1.3945278,442642,115202,Froude,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/63A,63A,51.0657027,-1.3088779,448524,129823,East Site,http://id.southampton.ac.uk/site/4,Winchester School of Art
http://id.southampton.ac.uk/building/70AA,70AA,50.9415981,-1.4025225,442074,115965,South Hill A,http://id.southampton.ac.uk/site/58,South Hill Hall
http://id.southampton.ac.uk/building/39,39,50.936722,-1.399298,442305,115424,Soton Stat Sci Res Institute,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/72X,72X,,,,,Connaugt Garages,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/1504,1504,50.933353,-1.393979,442682,115053,23 Hartley Avenue,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/94N,94N,,,,,Container 4,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/27,27,50.93432,-1.393776,442695,115160,Chemistry,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1391,1391,50.933636,-1.400937,442192,115080,1B Oakhurst Road,,
http://id.southampton.ac.uk/building/147,147,,,,,Mayflower B,,
http://id.southampton.ac.uk/building/76E,76E,50.937859,-1.376204,443926,115564,Montefiore Hall Block E,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/76Q,76Q,50.939026,-1.376536,443902,115694,Montefiore Hall Block Q,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/9019,9019,,,,,Plumbers' Store behind B35,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1730-40,1730-40,,,,,Erasmus - Flat 40,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/78B,78B,50.936699,-1.377465,443839,115434,South Stoneham Tower,http://id.southampton.ac.uk/site/65,Stoneham Hall
http://id.southampton.ac.uk/building/94E,94E,,,,,Petrol Store,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/1407,1407,50.9333077,-1.398388,442372,115045,20 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9004,9004,50.951576,-1.363506,444806,117097,Gardening Shed Wide Lane,http://id.southampton.ac.uk/site/39,Recreation Facilities at Wide Lane
http://id.southampton.ac.uk/building/73L,73L,50.9437049,-1.4006309,442205,116200,"Glen Eyre Hall, Chancellor's Court, Jellicoe",http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/167,167,,,,,Data Centre,,
http://id.southampton.ac.uk/building/94D,94D,,,,,Store 1,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/79A,79A,50.940872,-1.402425,442081,115884,Hartley Grove A,http://id.southampton.ac.uk/site/60,Hartley Grove
http://id.southampton.ac.uk/building/68-N9,68-N9,,,,,National Oceanography Centre - Block N9,http://id.southampton.ac.uk/site/6,National Oceanography Centre Campus
http://id.southampton.ac.uk/building/176,176,,,,,Block B,http://id.southampton.ac.uk/site/2,Boldrewood Campus
http://id.southampton.ac.uk/building/72A1-A,72A1-A,50.937782,-1.374458,444049,115557,Connaught A (Old Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/72C,72C,50.93819,-1.375367,443985,115602,Connaught Hall Dining Room,http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/9510,9510,50.932819,-1.435797,439743,114970,Lab & Path Block,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/9042,9042,,,,,NOC Cont 2 - A3 Small container,http://id.southampton.ac.uk/site/6,National Oceanography Centre Campus
http://id.southampton.ac.uk/building/38,38,50.9354059,-1.3974278,442437,115279,Staff Social Centre,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/166,166,50.789497,-1.082381,464777,99282,"1A Victoria Place, Portsmouth",,
http://id.southampton.ac.uk/building/37A,37A,50.933811,-1.395687,442561,115103,George Thomas Building Exten,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/97,97,50.9609746,-1.4250697,440473,118107,Epsilon House,http://id.southampton.ac.uk/site/5,The University of Southampton Science Park
http://id.southampton.ac.uk/building/54,54,50.9362228,-1.3988756,442335,115369,Mathematics,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/76H,76H,50.938232,-1.376402,443912,115606,Montefiore Hall Block H,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/1222,1222,50.938034,-1.39495,442609,115573,136 Burgess Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/67,67,50.9366885,-1.3966181,442493,115422,Nightingale,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/5,5,50.9355883,-1.3948313,442620,115301,Eustice,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/94M,94M,,,,,Container 3,http://id.southampton.ac.uk/site/8,Boat House
http://id.southampton.ac.uk/building/76Z,76Z,50.937473,-1.376976,443873,115521,Montefiore Hall - Reception,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/13,13,50.935551,-1.393488,442714,115297,Tizard,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9540,9540,,,,,Modular Building,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/73N-K,73N-K,50.94236,-1.402854,442050,116049,Block K Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1412,1412,50.9334904,-1.3987777,442344,115065,30 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9034,9034,,,,,Estates Storage cage - Rear B33,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/73E,73E,50.9438934,-1.4021067,442101,116220,Glen Eyre Hall Block E Richard Newitt,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/1413,1413,50.9336012,-1.3990059,442328,115077,32 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/150,150,50.9307365,-1.3840867,443379,114768,Unit 6 Store,http://id.southampton.ac.uk/site/45,Belgrave Industrial Site
http://id.southampton.ac.uk/building/73X-R,73X-R,50.9429188,-1.4023501,442085,116112,Block R Glen Eyre Hall New Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/72A2-F,72A2-F,50.937279,-1.374884,444020,115501,Connaught F (Old Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/1101,1101,50.9330414,-1.3959296,442545,115017,31 University Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/75B,75B,,,,,Highfield Hall Laundry,http://id.southampton.ac.uk/site/56,Highfield Hall
http://id.southampton.ac.uk/building/9596,9596,,,,,"St Mary's Hospital IOW, Admin Cottage",,
http://id.southampton.ac.uk/building/73X-Q,73X-Q,50.9429667,-1.4026798,442062,116117,Block Q Glen Eyre Hall New Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/USMC1,USMC1,1.44429722222222,103.605494444444,-11206623,-5072386,Malaysia Campus First Building,,
http://id.southampton.ac.uk/building/9020,9020,,,,,Container 1 - B21,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/9597,9597,,,,,Quad Building,,
http://id.southampton.ac.uk/building/9561,9561,,,,,Duthie/Tenovus Link,http://id.southampton.ac.uk/site/18,Southampton General Hospital
http://id.southampton.ac.uk/building/1604,1604,50.9425216,-1.4039043,441976,116067,Bassett House,,
http://id.southampton.ac.uk/building/77,77,50.920439,-1.4068368,441790,113609,St Margaret's Hall,,
http://id.southampton.ac.uk/building/89,89,,,,,Chilworth Laboratories,http://id.southampton.ac.uk/site/5,The University of Southampton Science Park
http://id.southampton.ac.uk/building/63C,63C,51.065325,-1.3087201,448535,129781,Terrapin,http://id.southampton.ac.uk/site/4,Winchester School of Art
http://id.southampton.ac.uk/building/9018,9018,,,,,P/kabin 2 behind B35,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/76A,76A,50.937321,-1.3784044,443772,115503,Montefiore Hall Block A,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/1730-29,1730-29,,,,,Erasmus - Flat 29,http://id.southampton.ac.uk/site/70,Erasmus Park
http://id.southampton.ac.uk/building/9002,9002,,,,,P/kabin 2 rear Bld 35,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/192,192,,,,,Boldrewood Sub Station,http://id.southampton.ac.uk/site/2,Boldrewood Campus
http://id.southampton.ac.uk/building/1420,1420,50.9338439,-1.3995477,442290,115104,46 Chamberlain Road S/Union,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/76G,76G,50.938107,-1.376933,443875,115591,Montefiore Hall Block G,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/1417,1417,50.933742,-1.3993291,442305,115093,40 Chamberlain Road,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/76S,76S,50.939289,-1.376349,443915,115723,Montefiore Hall Block S,http://id.southampton.ac.uk/site/64,Montefiore Hall
http://id.southampton.ac.uk/building/73W,73W,50.9431776,-1.4031058,442031,116140,Glen Eyre Hall Block W,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/34,34,50.9344936,-1.395317,442587,115179,Education,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/72A2-G,72A2-G,50.937355,-1.375187,443998,115509,Connaught G (Old Quad),http://id.southampton.ac.uk/site/63,Connaught Hall
http://id.southampton.ac.uk/building/9003,9003,,,,,"Boiler House, Wide Lane",http://id.southampton.ac.uk/site/39,Recreation Facilities at Wide Lane
http://id.southampton.ac.uk/building/73N-C,73N-C,50.94236,-1.402854,442050,116049,Block C Glen Eyre Hall Old Terrace,http://id.southampton.ac.uk/site/57,Glen Eyre Hall
http://id.southampton.ac.uk/building/40,40,50.9347275,-1.3973325,442445,115204,West Bld & Staff Social Centre,http://id.southampton.ac.uk/site/1,Highfield Campus
http://id.southampton.ac.uk/building/1626,1626,,,,,13 Chestnut Lodge,,
